review,prediction,confidence,top2_attention_words,words,weights_normalized,ghi_chu_phan_tich,vi_tri_tu_quan_trong_nhat
cửa hàng đóng hàng hạch giờ đơn shopee nhận hàng rách te tua may cái vỏ chai dày cái chai tặng rơi nửa người giao hàng nhét hộ ăn không tâm tí shopee ăn không tâm tí đổi đơn vị ffm coiiiii,MỈA MAI,0.6972,"ffm, vị",cửa | hàng | đóng | hàng | hạch | giờ | đơn | shopee | nhận | hàng | rách | te | tua | may | cái | vỏ | chai | dày | cái | chai | tặng | rơi | nửa | người | giao | hàng | nhét | hộ | ăn | không | tâm | tí | shopee | ăn | không | tâm | tí | đổi | đơn | vị | ffm | coiiiii,0.010 | 0.006 | 0.000 | 0.007 | 0.045 | 0.078 | 0.120 | 0.143 | 0.181 | 0.217 | 0.292 | 0.340 | 0.413 | 0.452 | 0.484 | 0.530 | 0.570 | 0.623 | 0.651 | 0.678 | 0.703 | 0.731 | 0.748 | 0.751 | 0.758 | 0.774 | 0.800 | 0.798 | 0.808 | 0.845 | 0.873 | 0.896 | 0.906 | 0.913 | 0.946 | 0.966 | 0.984 | 0.979 | 0.993 | 0.996 | 1.000 | 0.988,Có dấu hiệu lệch vị trí (tăng đơn điệu đến cuối câu),0.98
hộp móp rách nát giao hàng cái hộp giao chán cửa hàng thiệt máy cắm điện biết bền không,KHÔNG MỈA MAI,0.3765,"không, biết",hộp | móp | rách | nát | giao | hàng | cái | hộp | giao | chán | cửa | hàng | thiệt | máy | cắm | điện | biết | bền | không,0.000 | 0.097 | 0.193 | 0.243 | 0.290 | 0.363 | 0.424 | 0.508 | 0.557 | 0.615 | 0.678 | 0.730 | 0.757 | 0.832 | 0.894 | 0.935 | 0.970 | 0.949 | 1.000,Từ quan trọng nhất ở cuối câu (có thể lệch vị trí),1.0
nhà người giao hàng quen toàn vất hàng cổng sợ mất hàng giá trị cao note che tên sản phẩm nhắn tin riêng cửa hàng nhận lần thứ mua ntn rồi lần trước cửa hàng nhắn tin kêu sửa đánh giá lần không,MỈA MAI,0.5257,"kêu, sửa",nhà | người | giao | hàng | quen | toàn | vất | hàng | cổng | sợ | mất | hàng | giá | trị | cao | note | che | tên | sản | phẩm | nhắn | tin | riêng | cửa | hàng | nhận | lần | thứ | mua | ntn | rồi | lần | trước | cửa | hàng | nhắn | tin | kêu | sửa | đánh | giá | lần | không,0.140 | 0.085 | 0.032 | 0.010 | 0.000 | 0.014 | 0.042 | 0.055 | 0.095 | 0.152 | 0.161 | 0.166 | 0.144 | 0.198 | 0.254 | 0.289 | 0.293 | 0.346 | 0.393 | 0.431 | 0.481 | 0.492 | 0.537 | 0.554 | 0.575 | 0.615 | 0.660 | 0.726 | 0.665 | 0.740 | 0.709 | 0.738 | 0.832 | 0.860 | 0.887 | 0.937 | 0.942 | 1.000 | 0.944 | 0.885 | 0.797 | 0.752 | 0.742,Từ quan trọng nhất ở cuối câu (có thể lệch vị trí),0.88
bì đẹp mẹo thấy giá nó cứ sao sao nó rẻ xíu yêu xấu nhất thế giới thấy chất dở hơi ấy sợ nó bận rồi móc méo không vừa hỏng tụt tụt nọ mong cửa hàng,MỈA MAI,0.6958,"mong, nọ",bì | đẹp | mẹo | thấy | giá | nó | cứ | sao | sao | nó | rẻ | xíu | yêu | xấu | nhất | thế | giới | thấy | chất | dở | hơi | ấy | sợ | nó | bận | rồi | móc | méo | không | vừa | hỏng | tụt | tụt | nọ | mong | cửa | hàng,0.054 | 0.046 | 0.016 | 0.022 | 0.000 | 0.031 | 0.035 | 0.058 | 0.085 | 0.134 | 0.133 | 0.162 | 0.192 | 0.205 | 0.242 | 0.277 | 0.320 | 0.374 | 0.424 | 0.464 | 0.518 | 0.561 | 0.619 | 0.678 | 0.724 | 0.747 | 0.809 | 0.847 | 0.886 | 0.915 | 0.947 | 0.967 | 0.984 | 0.996 | 1.000 | 0.996 | 0.975,Từ quan trọng nhất ở cuối câu (có thể lệch vị trí),0.94
mùi hương thơm nhẹ dành tóc xịt tóc bết công dụng khô tóc bết đọc review người khen hiệu quả mua dùng thử hơi thất vọng xịt tóc bết không hề khô ráo quảng cáo thấy tóc bóng bết trước xịt nói chung không tác dụng đối tóc,MỈA MAI,0.7723,"tóc, xịt",mùi | hương | thơm | nhẹ | dành | tóc | xịt | tóc | bết | công | dụng | khô | tóc | bết | đọc | review | người | khen | hiệu | quả | mua | dùng | thử | hơi | thất | vọng | xịt | tóc | bết | không | hề | khô | ráo | quảng | cáo | thấy | tóc | bóng | bết | trước | xịt | nói | chung | không | tác | dụng | đối | tóc,0.000 | 0.000 | 0.010 | 0.027 | 0.051 | 0.099 | 0.154 | 0.216 | 0.315 | 0.375 | 0.431 | 0.523 | 0.587 | 0.660 | 0.700 | 0.737 | 0.773 | 0.808 | 0.842 | 0.865 | 0.877 | 0.906 | 0.935 | 0.957 | 0.981 | 0.991 | 0.998 | 1.000 | 0.995 | 0.988 | 0.995 | 0.994 | 0.983 | 0.979 | 0.976 | 0.972 | 0.970 | 0.975 | 0.973 | 0.973 | 0.970 | 0.971 | 0.961 | 0.957 | 0.951 | 0.949 | 0.946 | 0.939,Có dấu hiệu lệch vị trí (tăng đơn điệu đến cuối câu),0.57
chất liệu không biết thể vải nhung màu sắc kem đúng mô tả đúng hơi trầy xước rách nhẹ,KHÔNG MỈA MAI,0.4647,"nhẹ, rách",chất | liệu | không | biết | thể | vải | nhung | màu | sắc | kem | đúng | mô | tả | đúng | hơi | trầy | xước | rách | nhẹ,0.000 | 0.011 | 0.078 | 0.122 | 0.200 | 0.272 | 0.348 | 0.397 | 0.439 | 0.479 | 0.547 | 0.572 | 0.600 | 0.672 | 0.735 | 0.825 | 0.894 | 0.974 | 1.000,Có dấu hiệu lệch vị trí (tăng đơn điệu đến cuối câu),1.0
sữa giao date gần chả biết giao hàng kiểu bục túi thối hoắc lúc nhận không thấy bục mở hôm mới mở thấy rỉ sữa hoắc rửa mấy túi kia uống túi không bục song thấy đau bụng mua mấy lần lần kia ổn lần yêu cầu nhà bán hàng hết sức,MỈA MAI,0.671,"kia, lần",sữa | giao | date | gần | chả | biết | giao | hàng | kiểu | bục | túi | thối | hoắc | lúc | nhận | không | thấy | bục | mở | hôm | mới | mở | thấy | rỉ | sữa | hoắc | rửa | mấy | túi | kia | uống | túi | không | bục | song | thấy | đau | bụng | mua | mấy | lần | lần | kia | ổn | lần | yêu | cầu | nhà | bán | hàng | hết | sức,0.212 | 0.175 | 0.134 | 0.103 | 0.078 | 0.054 | 0.024 | 0.009 | 0.000 | 0.010 | 0.021 | 0.023 | 0.031 | 0.047 | 0.058 | 0.095 | 0.135 | 0.201 | 0.256 | 0.325 | 0.396 | 0.459 | 0.528 | 0.587 | 0.642 | 0.690 | 0.718 | 0.770 | 0.813 | 0.855 | 0.889 | 0.917 | 0.942 | 0.967 | 0.973 | 0.984 | 0.993 | 0.998 | 0.986 | 0.998 | 0.997 | 0.998 | 1.000 | 0.993 | 0.988 | 0.986 | 0.982 | 0.984 | 0.997 | 0.997,Từ quan trọng nhất ở cuối câu (có thể lệch vị trí),0.86
mua sữa chua đọc đánh giá thấy bảo hộp rỉ sét móp giao nghĩ chắc không sao nhận hàng thấy không móp rỉ sét mừng dè lúc khui thấy kiểu lợi đường bọt hình thấy nản nhắn cửa hàng bảo không đổi màu mùi không sao dùng thất vọng mua vài lần sữa tươi túi kem đặc thấy ổn mua tiếp không mua sữa họp,MỈA MAI,0.6307,"vọng, thất",mua | sữa | chua | đọc | đánh | giá | thấy | bảo | hộp | rỉ | sét | móp | giao | nghĩ | chắc | không | sao | nhận | hàng | thấy | không | móp | rỉ | sét | mừng | dè | lúc | khui | thấy | kiểu | lợi | đường | bọt | hình | thấy | nản | nhắn | cửa | hàng | bảo | không | đổi | màu | mùi | không | sao | dùng | thất | vọng | mua | vài | lần | sữa | tươi | túi | kem | đặc | thấy | ổn | mua | tiếp | không | mua | sữa | họp,0.221 | 0.183 | 0.144 | 0.116 | 0.077 | 0.041 | 0.026 | 0.016 | 0.008 | 0.003 | 0.000 | 0.012 | 0.007 | 0.009 | 0.023 | 0.045 | 0.074 | 0.105 | 0.137 | 0.182 | 0.249 | 0.335 | 0.406 | 0.477 | 0.554 | 0.622 | 0.687 | 0.732 | 0.775 | 0.809 | 0.835 | 0.850 | 0.852 | 0.854 | 0.864 | 0.873 | 0.887 | 0.899 | 0.905 | 0.924 | 0.940 | 0.945 | 0.954 | 0.960 | 0.972 | 0.981 | 0.982 | 0.995 | 1.000 | 0.991,Từ quan trọng nhất ở cuối câu (có thể lệch vị trí),0.98
chất lượng sản phẩm tệ lúc trước thấy sản phẩm ổn giờ tệ hộp rách rồi dán băng keo tùm lum thùng xơ xài giờ thêm kiểu đánh đố khách hàng đúng hết nhận quà mua không nhắn tin tư vấn nói chuyện qua loa mọi người cẩn thận,MỈA MAI,0.7238,"nhắn, tin",chất | lượng | sản | phẩm | tệ | lúc | trước | thấy | sản | phẩm | ổn | giờ | tệ | hộp | rách | rồi | dán | băng | keo | tùm | lum | thùng | xơ | xài | giờ | thêm | kiểu | đánh | đố | khách | hàng | đúng | hết | nhận | quà | mua | không | nhắn | tin | tư | vấn | nói | chuyện | qua | loa | mọi | người | cẩn | thận,0.000 | 0.021 | 0.055 | 0.085 | 0.120 | 0.180 | 0.261 | 0.318 | 0.370 | 0.416 | 0.471 | 0.528 | 0.574 | 0.633 | 0.697 | 0.700 | 0.727 | 0.755 | 0.789 | 0.808 | 0.822 | 0.820 | 0.843 | 0.846 | 0.858 | 0.863 | 0.877 | 0.877 | 0.893 | 0.916 | 0.932 | 0.951 | 0.966 | 0.977 | 0.982 | 0.967 | 0.990 | 1.000 | 0.999 | 0.991 | 0.985 | 0.971 | 0.950 | 0.924 | 0.905 | 0.867 | 0.857 | 0.831 | 0.814,Bình thường,0.77
hiệu ứng đẹp che phủ tầm trung lợi ích lâu trôi cửa hàng giao hàng nhanh dùng màu tệp da sáng tone nuetral ấm chất kem lỏng dễ tán nhanh nhanh nhanh tay chứ nó khô tán mỏng không dày nặng mặt lâu trôi tone nhẹ đánh 6h30 sáng văn phòng 11h30 tone lớp che phủ trung bình vết tàn nhang gò má không che hết ckđ nua,MỈA MAI,0.6626,"văn, sáng",hiệu | ứng | đẹp | che | phủ | tầm | trung | lợi | ích | lâu | trôi | cửa | hàng | giao | hàng | nhanh | dùng | màu | tệp | da | sáng | tone | nuetral | ấm | chất | kem | lỏng | dễ | tán | nhanh | nhanh | nhanh | tay | chứ | nó | khô | tán | mỏng | không | dày | nặng | mặt | lâu | trôi | tone | nhẹ | đánh | 6h30 | sáng | văn | phòng | 11h30 | tone | lớp | che | phủ | trung | bình | vết | tàn | nhang | gò | má | không | che | hết | ckđ | nua,0.000 | 0.040 | 0.081 | 0.093 | 0.137 | 0.208 | 0.230 | 0.250 | 0.253 | 0.260 | 0.281 | 0.284 | 0.291 | 0.287 | 0.300 | 0.298 | 0.331 | 0.346 | 0.367 | 0.360 | 0.396 | 0.389 | 0.425 | 0.451 | 0.464 | 0.452 | 0.470 | 0.430 | 0.439 | 0.431 | 0.438 | 0.442 | 0.469 | 0.482 | 0.547 | 0.627 | 0.664 | 0.709 | 0.768 | 0.809 | 0.833 | 0.880 | 0.888 | 0.905 | 0.918 | 0.939 | 0.945 | 0.968 | 0.996 | 1.000,Từ quan trọng nhất ở cuối câu (có thể lệch vị trí),1.0
thùng gói đóng gói nước dính ước tùm lum tà la thùng dán keo rách hết bên ngoài đóng gói con uống chắc đem chôn sớm đừng bán sữa hại người mọi người cân nhắc mua,MỈA MAI,0.6099,"người, cân",thùng | gói | đóng | gói | nước | dính | ước | tùm | lum | tà | la | thùng | dán | keo | rách | hết | bên | ngoài | đóng | gói | con | uống | chắc | đem | chôn | sớm | đừng | bán | sữa | hại | người | mọi | người | cân | nhắc | mua,0.060 | 0.040 | 0.015 | 0.000 | 0.022 | 0.044 | 0.060 | 0.078 | 0.094 | 0.136 | 0.156 | 0.161 | 0.173 | 0.213 | 0.269 | 0.311 | 0.395 | 0.475 | 0.527 | 0.583 | 0.639 | 0.696 | 0.767 | 0.802 | 0.858 | 0.882 | 0.928 | 0.957 | 0.977 | 0.994 | 1.000 | 0.983 | 0.992 | 0.995 | 0.990 | 0.935,Từ quan trọng nhất ở cuối câu (có thể lệch vị trí),0.86
tóc ổn giao hàng nhanh quà tặng đổ hết nửa quà tặng lưu nhớ ghi số lượng,KHÔNG MỈA MAI,0.393,"lượng, số",tóc | ổn | giao | hàng | nhanh | quà | tặng | đổ | hết | nửa | quà | tặng | lưu | nhớ | ghi | số | lượng,0.000 | 0.022 | 0.037 | 0.075 | 0.107 | 0.172 | 0.228 | 0.303 | 0.379 | 0.478 | 0.577 | 0.661 | 0.757 | 0.850 | 0.925 | 0.955 | 1.000,Có dấu hiệu lệch vị trí (tăng đơn điệu đến cuối câu),1.0
chữ meinchina không thích mấy không bt hàng giả không,KHÔNG MỈA MAI,0.3325,"không, giả",chữ | meinchina | không | thích | mấy | không | bt | hàng | giả | không,0.000 | 0.093 | 0.237 | 0.315 | 0.458 | 0.615 | 0.726 | 0.834 | 0.905 | 1.000,Có dấu hiệu lệch vị trí (tăng đơn điệu đến cuối câu),1.0
dành da thường mùi hương thơm công dụng kiềm dầu sáng da mới dùng biết hình quà tặng giúp không mua lần cửa hàng rồi nay thất vọng ghê,KHÔNG MỈA MAI,0.3597,"ghê, vọng",dành | da | thường | mùi | hương | thơm | công | dụng | kiềm | dầu | sáng | da | mới | dùng | biết | hình | quà | tặng | giúp | không | mua | lần | cửa | hàng | rồi | nay | thất | vọng | ghê,0.141 | 0.098 | 0.079 | 0.061 | 0.047 | 0.041 | 0.023 | 0.000 | 0.011 | 0.014 | 0.047 | 0.037 | 0.076 | 0.104 | 0.134 | 0.147 | 0.193 | 0.236 | 0.252 | 0.360 | 0.340 | 0.407 | 0.470 | 0.525 | 0.539 | 0.615 | 0.739 | 0.844 | 1.000,Từ quan trọng nhất ở cuối câu (có thể lệch vị trí),1.0
chất lượng tệ dưỡng ẩm lúc khô căng lần đầu trải nghiệm son 3ce thất vọng mức nhân viên đảm bảo màu đẹp không ánh tím tô thâm sì môi người chết lúc thấy son chuyển ánh tím điên,MỈA MAI,0.6721,"ánh, tím",chất | lượng | tệ | dưỡng | ẩm | lúc | khô | căng | lần | đầu | trải | nghiệm | son | 3ce | thất | vọng | mức | nhân | viên | đảm | bảo | màu | đẹp | không | ánh | tím | tô | thâm | sì | môi | người | chết | lúc | thấy | son | chuyển | ánh | tím | điên,0.000 | 0.006 | 0.008 | 0.029 | 0.019 | 0.050 | 0.112 | 0.103 | 0.129 | 0.145 | 0.183 | 0.205 | 0.209 | 0.242 | 0.306 | 0.366 | 0.401 | 0.462 | 0.510 | 0.547 | 0.605 | 0.636 | 0.675 | 0.730 | 0.777 | 0.812 | 0.846 | 0.863 | 0.881 | 0.883 | 0.900 | 0.915 | 0.949 | 0.968 | 0.971 | 0.990 | 1.000 | 0.999 | 0.977,Từ quan trọng nhất ở cuối câu (có thể lệch vị trí),0.95
bảo tặng dưỡng thể vaseline màu xanh không,KHÔNG MỈA MAI,0.2119,"không, xanh",bảo | tặng | dưỡng | thể | vaseline | màu | xanh | không,0.000 | 0.131 | 0.297 | 0.512 | 0.690 | 0.799 | 0.866 | 1.000,Có dấu hiệu lệch vị trí (tăng đơn điệu đến cuối câu),1.0
bì vòi thiết kế sử dụng nhìn không vệ sinh không tem nêm phong nắp lẫn vòi chai người tiêu dùng khó thể phần biệt sản phẩm mở thế trình vận chuyển tinh chất chảy ngay vòi,MỈA MAI,0.7149,"chảy, ngay",bì | vòi | thiết | kế | sử | dụng | nhìn | không | vệ | sinh | không | tem | nêm | phong | nắp | lẫn | vòi | chai | người | tiêu | dùng | khó | thể | phần | biệt | sản | phẩm | mở | thế | trình | vận | chuyển | tinh | chất | chảy | ngay | vòi,0.000 | 0.009 | 0.011 | 0.013 | 0.014 | 0.014 | 0.003 | 0.042 | 0.042 | 0.041 | 0.081 | 0.137 | 0.182 | 0.233 | 0.288 | 0.330 | 0.390 | 0.435 | 0.476 | 0.520 | 0.568 | 0.615 | 0.670 | 0.697 | 0.742 | 0.778 | 0.815 | 0.854 | 0.889 | 0.915 | 0.944 | 0.969 | 0.986 | 0.996 | 1.000 | 0.997 | 0.979,Có dấu hiệu lệch vị trí (tăng đơn điệu đến cuối câu),0.94
đúng mô tả giá sự không hài lòng túi nhẹ cầm không chắc tay giá mấy không xứng đáng thấy quảng cáo sự không giống quảng cáo nhìn vẻ rẻ tiền,MỈA MAI,0.7361,"giống, quảng",đúng | mô | tả | giá | sự | không | hài | lòng | túi | nhẹ | cầm | không | chắc | tay | giá | mấy | không | xứng | đáng | thấy | quảng | cáo | sự | không | giống | quảng | cáo | nhìn | vẻ | rẻ | tiền,0.060 | 0.038 | 0.017 | 0.000 | 0.020 | 0.053 | 0.099 | 0.161 | 0.224 | 0.282 | 0.350 | 0.436 | 0.526 | 0.601 | 0.653 | 0.718 | 0.783 | 0.845 | 0.888 | 0.921 | 0.949 | 0.971 | 0.990 | 0.994 | 1.000 | 0.999 | 0.996 | 0.986 | 0.978 | 0.968 | 0.967,Từ quan trọng nhất ở cuối câu (có thể lệch vị trí),0.8
âm thanh thỉnh thoảng lỗi lúc lúc không cảm giác không ổn không diễn tả bằng video,KHÔNG MỈA MAI,0.4215,"video, bằng",âm | thanh | thỉnh | thoảng | lỗi | lúc | lúc | không | cảm | giác | không | ổn | không | diễn | tả | bằng | video,0.000 | 0.020 | 0.042 | 0.090 | 0.173 | 0.255 | 0.339 | 0.451 | 0.520 | 0.586 | 0.698 | 0.775 | 0.876 | 0.939 | 0.959 | 0.989 | 1.000,Có dấu hiệu lệch vị trí (tăng đơn điệu đến cuối câu),1.0
mùi khá thơm mát dịu nhẹ sao gội không thấy đỡ gàu gàu ngứa thường thể do không hợp,MỈA MAI,0.5465,"hợp, không",mùi | khá | thơm | mát | dịu | nhẹ | sao | gội | không | thấy | đỡ | gàu | gàu | ngứa | thường | thể | do | không | hợp,0.009 | 0.000 | 0.004 | 0.007 | 0.000 | 0.016 | 0.057 | 0.100 | 0.177 | 0.257 | 0.348 | 0.438 | 0.535 | 0.666 | 0.749 | 0.839 | 0.921 | 0.981 | 1.000,Có dấu hiệu lệch vị trí (tăng đơn điệu đến cuối câu),1.0
mịn ổn kiểm soát dầu binh thuong fomo mua thấy bình thường sự cái nắp đóng không chặt giữ cái chặn phấn bất cập chất phấn đúng mịn suốt không trắng không lì áp mặt điện thoại trắng xoá chê không review,MỈA MAI,0.6792,"xoá, chê",mịn | ổn | kiểm | soát | dầu | binh | thuong | fomo | mua | thấy | bình | thường | sự | cái | nắp | đóng | không | chặt | giữ | cái | chặn | phấn | bất | cập | chất | phấn | đúng | mịn | suốt | không | trắng | không | lì | áp | mặt | điện | thoại | trắng | xoá | chê | không | review,0.043 | 0.028 | 0.023 | 0.019 | 0.017 | 0.020 | 0.029 | 0.032 | 0.000 | 0.010 | 0.022 | 0.028 | 0.057 | 0.060 | 0.084 | 0.086 | 0.136 | 0.180 | 0.209 | 0.238 | 0.285 | 0.329 | 0.361 | 0.411 | 0.458 | 0.505 | 0.553 | 0.569 | 0.627 | 0.692 | 0.756 | 0.813 | 0.855 | 0.895 | 0.938 | 0.960 | 0.981 | 0.999 | 1.000 | 1.000 | 0.986 | 0.964,Từ quan trọng nhất ở cuối câu (có thể lệch vị trí),0.93
lợi ích tắm đẹp thơm bì đẹp mở móp thế,KHÔNG MỈA MAI,0.1217,"thế, móp",lợi | ích | tắm | đẹp | thơm | bì | đẹp | mở | móp | thế,0.394 | 0.258 | 0.000 | 0.074 | 0.088 | 0.176 | 0.273 | 0.403 | 0.945 | 1.000,Từ quan trọng nhất ở cuối câu (có thể lệch vị trí),1.0
hương vị ngon thích vị dutch lady sự thất vọng cách đóng gói nhãn hàng kể chất lượng sữa ảnh hưởng không không lần đầu mua sữa bịch nhãn hàng tình trạng không thói quen quay video trả hàng phiền đánh giá nhãn hàng thấy nâng cao chất lượng sản phẩm người tiêu dùng yên tâm không mua sản phẩm nhãn hàng,KHÔNG MỈA MAI,0.4115,"đầu, sữa",hương | vị | ngon | thích | vị | dutch | lady | sự | thất | vọng | cách | đóng | gói | nhãn | hàng | kể | chất | lượng | sữa | ảnh | hưởng | không | không | lần | đầu | mua | sữa | bịch | nhãn | hàng | tình | trạng | không | thói | quen | quay | video | trả | hàng | phiền | đánh | giá | nhãn | hàng | thấy | nâng | cao | chất | lượng | sản | phẩm | người | tiêu | dùng | yên | tâm | không | mua | sản | phẩm | nhãn | hàng,0.647 | 0.592 | 0.532 | 0.466 | 0.421 | 0.377 | 0.327 | 0.331 | 0.358 | 0.391 | 0.432 | 0.415 | 0.421 | 0.453 | 0.473 | 0.486 | 0.531 | 0.584 | 0.620 | 0.619 | 0.688 | 0.776 | 0.890 | 0.954 | 1.000 | 0.944 | 0.969 | 0.904 | 0.892 | 0.865 | 0.827 | 0.780 | 0.806 | 0.787 | 0.762 | 0.749 | 0.678 | 0.608 | 0.561 | 0.498 | 0.413 | 0.318 | 0.279 | 0.225 | 0.197 | 0.111 | 0.092 | 0.058 | 0.032 | 0.000,Bình thường,0.49
hộp ngoài móp méo mong lần cửa hàng khắc phục lần đầu mua sữa onl uống thử mới biết chất lượng haha giao hàng ổn nhanh,MỈA MAI,0.5224,"ổn, nhanh",hộp | ngoài | móp | méo | mong | lần | cửa | hàng | khắc | phục | lần | đầu | mua | sữa | onl | uống | thử | mới | biết | chất | lượng | haha | giao | hàng | ổn | nhanh,0.000 | 0.056 | 0.147 | 0.199 | 0.245 | 0.294 | 0.337 | 0.374 | 0.416 | 0.434 | 0.476 | 0.507 | 0.497 | 0.543 | 0.592 | 0.632 | 0.675 | 0.740 | 0.780 | 0.830 | 0.875 | 0.926 | 0.945 | 0.974 | 1.000 | 0.989,Có dấu hiệu lệch vị trí (tăng đơn điệu đến cuối câu),0.96
biết sản phẩm tốt không chương trình mua áp tặng quà nhận không,KHÔNG MỈA MAI,0.2013,"không, quà",biết | sản | phẩm | tốt | không | chương | trình | mua | áp | tặng | quà | nhận | không,0.000 | 0.068 | 0.142 | 0.255 | 0.480 | 0.614 | 0.755 | 0.698 | 0.768 | 0.839 | 0.895 | 0.895 | 1.000,Từ quan trọng nhất ở cuối câu (có thể lệch vị trí),1.0
công dụng sạch dành da khô dầu mùi hương không mùi cửa hàng giao hàng nhanh hình quà giao không thấy,KHÔNG MỈA MAI,0.3734,"thấy, không",công | dụng | sạch | dành | da | khô | dầu | mùi | hương | không | mùi | cửa | hàng | giao | hàng | nhanh | hình | quà | giao | không | thấy,0.026 | 0.003 | 0.000 | 0.006 | 0.011 | 0.091 | 0.124 | 0.161 | 0.199 | 0.294 | 0.361 | 0.429 | 0.502 | 0.563 | 0.644 | 0.705 | 0.772 | 0.851 | 0.880 | 0.964 | 1.000,Từ quan trọng nhất ở cuối câu (có thể lệch vị trí),1.0
gió ổn chức năng nút dễ điều chỉnh đọc hướng dẫn mua review tiktok thấy bình thường đầu thay thế màn lọc bảo vệ không chắn chắn cầm vô dễ bung rồi chụp tạm ảnh video,KHÔNG MỈA MAI,0.0775,"gió, ổn",gió | ổn | chức | năng | nút | dễ | điều | chỉnh | đọc | hướng | dẫn | mua | review | tiktok | thấy | bình | thường | đầu | thay | thế | màn | lọc | bảo | vệ | không | chắn | chắn | cầm | vô | dễ | bung | rồi | chụp | tạm | ảnh | video,1.000 | 0.922 | 0.817 | 0.706 | 0.605 | 0.483 | 0.426 | 0.341 | 0.288 | 0.233 | 0.184 | 0.143 | 0.127 | 0.110 | 0.099 | 0.091 | 0.084 | 0.078 | 0.072 | 0.070 | 0.063 | 0.061 | 0.060 | 0.053 | 0.052 | 0.046 | 0.043 | 0.039 | 0.033 | 0.025 | 0.024 | 0.017 | 0.012 | 0.008 | 0.004 | 0.000,Bình thường,0.0
chất liệu vải màu sắc xanh thiết kế hơi kén đồ phối cửa hàng giao chậm trễ đáng lẽ tặng mới nhận đặt cửa hàng không thể giao đúng hẹn đơn gia tăng tại sao con livestream bán hàng thêm sự chậm trễ ảnh hưởng trải nghiệm không,MỈA MAI,0.715,"sự, chậm",chất | liệu | vải | màu | sắc | xanh | thiết | kế | hơi | kén | đồ | phối | cửa | hàng | giao | chậm | trễ | đáng | lẽ | tặng | mới | nhận | đặt | cửa | hàng | không | thể | giao | đúng | hẹn | đơn | gia | tăng | tại | sao | con | livestream | bán | hàng | thêm | sự | chậm | trễ | ảnh | hưởng | trải | nghiệm | không,0.085 | 0.067 | 0.075 | 0.059 | 0.040 | 0.023 | 0.013 | 0.000 | 0.001 | 0.011 | 0.034 | 0.054 | 0.079 | 0.104 | 0.122 | 0.174 | 0.262 | 0.346 | 0.423 | 0.492 | 0.561 | 0.617 | 0.688 | 0.729 | 0.767 | 0.818 | 0.863 | 0.883 | 0.905 | 0.923 | 0.939 | 0.955 | 0.966 | 0.970 | 0.974 | 0.973 | 0.973 | 0.982 | 0.982 | 0.992 | 1.000 | 0.999 | 0.993 | 0.989 | 0.992 | 0.994 | 0.986 | 0.972,Có dấu hiệu lệch vị trí (tăng đơn điệu đến cuối câu),0.85
đặt cái tính nón đẹp đặt thêm cái nhà ngờ mấy hok kiểm tra hàng trước đóng gói nón rách khá to,MỈA MAI,0.586,"to, khá",đặt | cái | tính | nón | đẹp | đặt | thêm | cái | nhà | ngờ | mấy | hok | kiểm | tra | hàng | trước | đóng | gói | nón | rách | khá | to,0.005 | 0.009 | 0.000 | 0.038 | 0.068 | 0.130 | 0.169 | 0.210 | 0.250 | 0.301 | 0.364 | 0.415 | 0.478 | 0.544 | 0.605 | 0.700 | 0.760 | 0.827 | 0.894 | 0.954 | 0.976 | 1.000,Có dấu hiệu lệch vị trí (tăng đơn điệu đến cuối câu),1.0
